strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,DJT,2024-05-21,48.18,47.84,0.34,2024-05-21,47.84,same_day_stop_loss_red_candle,1037,49962.66,-352.58,-0.007057,-1.0,-17.5588,0.6176,0,97.0,entry=rsi2_next_open; setup_rsi2=4.98; raw_entry=open:48.1800; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=47.84000015258789; decision_date=2024-05-20 00:00:00; filter_close=48.3800; filter_ma50=43.3610; filter_avg_value_10=218.38; filter_adr20=10.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,RBRK,2025-01-02,65.72,65.05,0.67,2025-01-02,65.05,same_day_stop_loss_red_candle,789,51853.08,-528.63,-0.010195,-1.0,-2.4925,1.7164,0,96.0,entry=rsi2_next_open; setup_rsi2=4.49; raw_entry=open:65.7200; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=65.05000305175781; decision_date=2024-12-31 00:00:00; filter_close=65.3600; filter_ma50=53.1002; filter_avg_value_10=245.90; filter_adr20=6.80; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,AXON,2025-01-02,604.07,592.28,11.79,2025-01-02,592.28,same_day_stop_loss_red_candle,85,51345.95,-1002.15,-0.019518,-1.0,-1.3469,0.6938,0,92.0,entry=rsi2_next_open; setup_rsi2=4.03; raw_entry=open:604.0700; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=592.280029296875; decision_date=2024-12-31 00:00:00; filter_close=594.3200; filter_ma50=576.9822; filter_avg_value_10=900.79; filter_adr20=3.81; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,DOCS,2025-01-02,53.9,53.09,0.81,2025-01-02,53.09,same_day_stop_loss_red_candle,963,51905.7,-780.03,-0.015028,-1.0,-1.6049,0.1235,0,92.0,entry=rsi2_next_open; setup_rsi2=4.06; raw_entry=open:53.9000; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=53.09000015258789; decision_date=2024-12-31 00:00:00; filter_close=53.3900; filter_ma50=50.4996; filter_avg_value_10=147.22; filter_adr20=4.09; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,BE,2025-01-02,22.51,22.07,0.44,2025-01-03,23.75,hold_1d_open,2302,51818.02,2854.48,0.055087,2.8182,-0.3182,6.5,1,94.0,entry=rsi2_next_open; setup_rsi2=3.49; raw_entry=open:22.5100; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=22.06999969482422; decision_date=2024-12-31 00:00:00; filter_close=22.2100; filter_ma50=19.5120; filter_avg_value_10=112.33; filter_adr20=7.42; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,ARQT,2025-01-02,14.2,13.79,0.41,2025-01-03,14.57,hold_1d_open,3653,51872.6,1351.61,0.026056,0.9024,-0.0976,2.9268,1,92.0,entry=rsi2_next_open; setup_rsi2=4.69; raw_entry=open:14.2000; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=13.789999961853027; decision_date=2024-12-31 00:00:00; filter_close=13.9300; filter_ma50=11.3077; filter_avg_value_10=34.51; filter_adr20=7.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,UAL,2025-01-03,95.4,94.45,0.95,2025-01-03,94.45,same_day_stop_loss_red_candle,547,52183.8,-519.65,-0.009958,-1.0,-3.8105,0.3474,0,93.0,entry=rsi2_next_open; setup_rsi2=4.02; raw_entry=open:95.4000; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=94.4499969482422; decision_date=2025-01-02 00:00:00; filter_close=95.4300; filter_ma50=91.1548; filter_avg_value_10=452.87; filter_adr20=3.52; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,ALK,2025-01-03,64.3,63.8,0.5,2025-01-03,63.8,same_day_stop_loss_red_candle,814,52340.2,-407.0,-0.007776,-1.0,-2.96,0.4,0,92.0,entry=rsi2_next_open; setup_rsi2=4.64; raw_entry=open:64.3000; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=63.79999923706055; decision_date=2025-01-02 00:00:00; filter_close=64.3000; filter_ma50=55.3154; filter_avg_value_10=197.10; filter_adr20=3.03; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,DXYZ,2025-01-03,56.265,55.19,1.075,2025-01-06,65.77,hold_1d_open,923,51932.59,8773.11,0.168933,8.8419,-0.2465,9.986,1,99.0,entry=rsi2_next_open; setup_rsi2=3.69; raw_entry=open:56.2650; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=55.18999862670898; decision_date=2025-01-02 00:00:00; filter_close=57.1600; filter_ma50=41.6466; filter_avg_value_10=88.80; filter_adr20=14.48; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,TSLA,2025-01-03,381.48,373.04,8.44,2025-01-06,423.2,hold_1d_open,136,51881.28,5673.92,0.109364,4.9431,-0.2405,5.3258,1,93.0,entry=rsi2_next_open; setup_rsi2=2.97; raw_entry=open:381.4800; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=373.0400085449219; decision_date=2025-01-02 00:00:00; filter_close=379.2800; filter_ma50=349.3916; filter_avg_value_10=40205.61; filter_adr20=5.71; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,CIEN,2025-01-03,83.64,82.01,1.63,2025-01-06,84.45,hold_1d_open,625,52275.0,506.25,0.009684,0.4969,-0.319,1.0614,1,91.0,entry=rsi2_next_open; setup_rsi2=2.87; raw_entry=open:83.6400; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=82.01000213623047; decision_date=2025-01-02 00:00:00; filter_close=83.2400; filter_ma50=73.6926; filter_avg_value_10=149.64; filter_adr20=3.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,ALK,2025-01-06,64.5,62.82,1.68,2025-01-07,65.89,hold_1d_open,816,52632.0,1134.24,0.02155,0.8274,-0.119,1.2024,1,91.0,entry=rsi2_next_open; setup_rsi2=2.81; raw_entry=open:64.5000; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=62.81999969482422; decision_date=2025-01-03 00:00:00; filter_close=63.9800; filter_ma50=55.6754; filter_avg_value_10=191.69; filter_adr20=3.02; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,UMAC,2025-01-10,12.84,11.85,0.99,2025-01-13,11.85,stop_loss,4105,52708.2,-4063.95,-0.077103,-1.0,-2.0596,1.1444,1,99.0,entry=rsi2_next_open; setup_rsi2=4.13; raw_entry=open:12.8400; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=11.850000381469728; decision_date=2025-01-08 00:00:00; filter_close=12.3800; filter_ma50=8.6020; filter_avg_value_10=63.73; filter_adr20=19.68; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,AISP,2025-01-10,4.54,4.24,0.3,2025-01-13,4.14,stop_loss,11617,52741.18,-4646.8,-0.088106,-1.3333,-2.2667,0.9,1,94.0,entry=rsi2_next_open; setup_rsi2=2.91; raw_entry=open:4.5400; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=4.239999771118164; decision_date=2025-01-08 00:00:00; filter_close=4.5500; filter_ma50=3.4971; filter_avg_value_10=26.72; filter_adr20=20.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,GRRR,2025-01-13,13.46,11.564,1.896,2025-01-13,11.564,same_day_stop_loss_red_candle,3883,52265.18,-7362.17,-0.140862,-1.0,-1.3766,0.2848,0,98.0,entry=rsi2_next_open; setup_rsi2=3.59; raw_entry=open:13.4600; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=11.564000129699709; decision_date=2025-01-10 00:00:00; filter_close=11.6500; filter_ma50=8.9679; filter_avg_value_10=103.14; filter_adr20=22.73; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,SOUN,2025-01-13,13.45,13.3,0.15,2025-01-13,13.3,same_day_stop_loss_red_candle,3859,51903.55,-578.85,-0.011152,-1.0,-5.0,1.3333,0,97.0,entry=rsi2_next_open; setup_rsi2=1.54; raw_entry=open:13.4500; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=13.300000190734863; decision_date=2025-01-10 00:00:00; filter_close=14.0900; filter_ma50=12.4623; filter_avg_value_10=1555.03; filter_adr20=17.46; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,NVCR,2025-01-13,27.45,27.16,0.29,2025-01-13,27.16,same_day_stop_loss_red_candle,1889,51853.05,-547.81,-0.010565,-1.0,-3.5172,2.3448,0,92.0,entry=rsi2_next_open; setup_rsi2=1.18; raw_entry=open:27.4500; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=27.15999984741211; decision_date=2025-01-10 00:00:00; filter_close=27.4500; filter_ma50=24.2271; filter_avg_value_10=26.42; filter_adr20=5.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,DOCS,2025-01-13,51.39,51.325,0.065,2025-01-13,51.325,same_day_stop_loss_red_candle,1008,51801.12,-65.52,-0.001265,-1.0,-36.6162,1.9231,0,90.0,entry=rsi2_next_open; setup_rsi2=4.60; raw_entry=open:51.3900; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=51.32500076293945; decision_date=2025-01-10 00:00:00; filter_close=52.1000; filter_ma50=52.0448; filter_avg_value_10=90.46; filter_adr20=3.94; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,RKLB,2025-01-14,24.45,23.61,0.84,2025-01-14,23.61,same_day_stop_loss_red_candle,2120,51834.0,-1780.8,-0.034356,-1.0,-1.2262,0.4881,0,98.0,entry=rsi2_next_open; setup_rsi2=3.44; raw_entry=open:24.4500; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=23.61000061035156; decision_date=2025-01-13 00:00:00; filter_close=23.9100; filter_ma50=21.9149; filter_avg_value_10=463.37; filter_adr20=9.35; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,EOSE,2025-01-14,4.87,4.495,0.375,2025-01-14,4.495,same_day_stop_loss_red_candle,10627,51753.49,-3985.12,-0.077002,-1.0,-1.0933,0.2133,0,98.0,entry=rsi2_next_open; setup_rsi2=3.64; raw_entry=open:4.8700; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=4.494999885559082; decision_date=2025-01-13 00:00:00; filter_close=4.7400; filter_ma50=3.5440; filter_avg_value_10=49.52; filter_adr20=10.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,SOUN,2025-01-14,13.56,12.7,0.86,2025-01-14,12.7,same_day_stop_loss_red_candle,3794,51446.64,-3262.84,-0.063422,-1.0,-1.3372,0.9884,0,97.0,entry=rsi2_next_open; setup_rsi2=0.84; raw_entry=open:13.5600; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=12.699999809265137; decision_date=2025-01-13 00:00:00; filter_close=12.8200; filter_ma50=12.5985; filter_avg_value_10=1307.12; filter_adr20=17.20; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,ACHR,2025-01-14,8.68,8.06,0.62,2025-01-14,8.06,same_day_stop_loss_red_candle,5908,51281.44,-3662.96,-0.071429,-1.0,-1.0968,0.3532,0,97.0,entry=rsi2_next_open; setup_rsi2=3.49; raw_entry=open:8.6800; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=8.0600004196167; decision_date=2025-01-13 00:00:00; filter_close=8.2300; filter_ma50=7.2306; filter_avg_value_10=398.19; filter_adr20=12.91; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,DAVE,2025-01-14,83.51,80.86,2.65,2025-01-14,80.86,same_day_stop_loss_red_candle,613,51191.63,-1624.45,-0.031733,-1.0,-1.2415,0.2868,0,96.0,entry=rsi2_next_open; setup_rsi2=4.76; raw_entry=open:83.5100; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=80.86000061035156; decision_date=2025-01-13 00:00:00; filter_close=81.8700; filter_ma50=80.1200; filter_avg_value_10=39.44; filter_adr20=8.89; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,NVCR,2025-01-14,27.22,26.43,0.79,2025-01-14,26.43,same_day_stop_loss_red_candle,1878,51119.16,-1483.62,-0.029023,-1.0,-1.3557,0.4747,0,93.0,entry=rsi2_next_open; setup_rsi2=1.08; raw_entry=open:27.2200; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=26.43000030517578; decision_date=2025-01-13 00:00:00; filter_close=27.3750; filter_ma50=24.4368; filter_avg_value_10=29.20; filter_adr20=5.48; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,DXYZ,2025-01-14,53.06,48.48,4.58,2025-01-15,53.2,hold_1d_open,971,51521.26,135.94,0.002639,0.0306,-0.8865,0.5349,1,98.0,entry=rsi2_next_open; setup_rsi2=1.56; raw_entry=open:53.0600; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=48.47999954223633; decision_date=2025-01-13 00:00:00; filter_close=48.4900; filter_ma50=47.1696; filter_avg_value_10=70.63; filter_adr20=10.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,KC,2025-01-14,9.61,9.12,0.49,2025-01-15,9.8,hold_1d_open,5348,51394.28,1016.12,0.019771,0.3878,-0.6224,0.6122,1,98.0,entry=rsi2_next_open; setup_rsi2=3.10; raw_entry=open:9.6100; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=9.119999885559082; decision_date=2025-01-13 00:00:00; filter_close=9.1500; filter_ma50=7.4436; filter_avg_value_10=37.62; filter_adr20=6.16; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,REAL,2025-01-14,8.33,7.89,0.44,2025-01-15,8.92,hold_1d_open,6167,51371.11,3638.53,0.070828,1.3409,-0.2841,2.4432,1,97.0,entry=rsi2_next_open; setup_rsi2=1.71; raw_entry=open:8.3300; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=7.889999866485596; decision_date=2025-01-13 00:00:00; filter_close=8.1500; filter_ma50=6.7674; filter_avg_value_10=40.23; filter_adr20=9.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,BTDR,2025-01-14,18.31,16.39,1.92,2025-01-15,20.14,hold_1d_open,2791,51103.21,5107.53,0.099945,0.9531,-0.3125,1.5833,1,96.0,entry=rsi2_next_open; setup_rsi2=4.96; raw_entry=open:18.3100; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=16.389999389648438; decision_date=2025-01-13 00:00:00; filter_close=17.1100; filter_ma50=15.9497; filter_avg_value_10=179.04; filter_adr20=15.37; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,BBAI,2025-01-14,3.17,2.85,0.32,2025-01-15,3.4,hold_1d_open,16127,51122.59,3709.21,0.072555,0.7187,-0.375,1.125,1,95.0,entry=rsi2_next_open; setup_rsi2=3.04; raw_entry=open:3.1700; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=2.8499999046325684; decision_date=2025-01-13 00:00:00; filter_close=2.9800; filter_ma50=2.7426; filter_avg_value_10=195.70; filter_adr20=18.40; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,LUNR,2025-01-15,17.65,16.725,0.925,2025-01-16,19.2,hold_1d_open,2931,51732.15,4543.05,0.087819,1.6757,-0.1189,2.2162,1,98.0,entry=rsi2_next_open; setup_rsi2=4.64; raw_entry=open:17.6500; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=16.725000381469727; decision_date=2025-01-14 00:00:00; filter_close=16.8100; filter_ma50=13.8064; filter_avg_value_10=292.67; filter_adr20=12.93; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,EOSE,2025-01-15,4.68,4.46,0.22,2025-01-16,5.29,hold_1d_open,11102,51957.36,6772.22,0.130342,2.7727,-0.1136,7.5682,1,98.0,entry=rsi2_next_open; setup_rsi2=2.20; raw_entry=open:4.6800; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=4.460000038146973; decision_date=2025-01-14 00:00:00; filter_close=4.6000; filter_ma50=3.5672; filter_avg_value_10=46.38; filter_adr20=10.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,SOUN,2025-01-15,13.41,12.41,1.0,2025-01-16,14.15,hold_1d_open,3896,52245.36,2883.04,0.055183,0.74,-0.05,1.445,1,97.0,entry=rsi2_next_open; setup_rsi2=0.83; raw_entry=open:13.4100; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=12.40999984741211; decision_date=2025-01-14 00:00:00; filter_close=12.7900; filter_ma50=12.7453; filter_avg_value_10=1210.31; filter_adr20=17.51; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,ACHR,2025-01-15,8.68,8.0,0.68,2025-01-16,8.8,hold_1d_open,6030,52340.4,723.6,0.013825,0.1765,-0.1544,1.3676,1,97.0,entry=rsi2_next_open; setup_rsi2=3.45; raw_entry=open:8.6800; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=8.0; decision_date=2025-01-14 00:00:00; filter_close=8.2200; filter_ma50=7.3294; filter_avg_value_10=379.86; filter_adr20=13.03; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,QURE,2025-01-15,13.81,13.044,0.766,2025-01-16,14.06,hold_1d_open,3792,52367.52,948.0,0.018103,0.3264,-0.6266,0.6658,1,96.0,entry=rsi2_next_open; setup_rsi2=0.70; raw_entry=open:13.8100; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=13.043999671936035; decision_date=2025-01-14 00:00:00; filter_close=13.2300; filter_ma50=11.0223; filter_avg_value_10=25.00; filter_adr20=8.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,RUM,2025-01-15,10.89,10.06,0.83,2025-01-16,11.01,hold_1d_open,4812,52402.68,577.44,0.011019,0.1446,-0.3614,2.0602,1,95.0,entry=rsi2_next_open; setup_rsi2=2.48; raw_entry=open:10.8900; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=10.0600004196167; decision_date=2025-01-14 00:00:00; filter_close=10.2100; filter_ma50=8.5670; filter_avg_value_10=65.58; filter_adr20=14.17; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,BE,2025-01-15,23.25,22.17,1.08,2025-01-16,23.27,hold_1d_open,2254,52405.5,45.08,0.00086,0.0185,-0.5556,0.5185,1,95.0,entry=rsi2_next_open; setup_rsi2=4.37; raw_entry=open:23.2500; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=22.170000076293945; decision_date=2025-01-14 00:00:00; filter_close=22.3000; filter_ma50=21.7880; filter_avg_value_10=123.01; filter_adr20=7.19; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,WRBY,2025-01-15,25.29,24.32,0.97,2025-01-16,26.39,hold_1d_open,2069,52325.01,2275.9,0.043495,1.134,-0.1443,1.6804,1,93.0,entry=rsi2_next_open; setup_rsi2=4.99; raw_entry=open:25.2900; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=24.31999969482422; decision_date=2025-01-14 00:00:00; filter_close=24.6000; filter_ma50=23.0628; filter_avg_value_10=43.99; filter_adr20=4.41; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,NVCR,2025-01-15,27.05,26.149,0.901,2025-01-16,26.149,stop_loss,1938,52422.9,-1746.14,-0.033309,-1.0,-1.7647,0.7214,1,90.0,entry=rsi2_next_open; setup_rsi2=0.32; raw_entry=open:27.0500; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=26.14900016784668; decision_date=2025-01-14 00:00:00; filter_close=26.2300; filter_ma50=24.6216; filter_avg_value_10=30.17; filter_adr20=5.46; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,YPF,2025-01-21,42.57,41.92,0.65,2025-01-22,43.78,hold_1d_open,1235,52573.95,1494.35,0.028424,1.8615,-0.7538,2.1385,1,93.0,entry=rsi2_next_open; setup_rsi2=4.85; raw_entry=open:42.5700; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=41.91999816894531; decision_date=2025-01-17 00:00:00; filter_close=42.7100; filter_ma50=39.7028; filter_avg_value_10=116.49; filter_adr20=4.12; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,GEO,2025-01-28,31.19,30.96,0.23,2025-01-28,30.96,same_day_stop_loss_red_candle,1688,52648.72,-388.24,-0.007374,-1.0,-12.3043,0.4783,0,95.0,entry=rsi2_next_open; setup_rsi2=2.52; raw_entry=open:31.1900; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=30.959999084472656; decision_date=2025-01-27 00:00:00; filter_close=31.0100; filter_ma50=29.0098; filter_avg_value_10=112.30; filter_adr20=5.11; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,CRK,2025-01-28,18.92,18.52,0.4,2025-01-28,18.52,same_day_stop_loss_red_candle,2782,52635.44,-1112.8,-0.021142,-1.0,-1.45,0.425,0,93.0,entry=rsi2_next_open; setup_rsi2=2.55; raw_entry=open:18.9200; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=18.520000457763672; decision_date=2025-01-27 00:00:00; filter_close=18.8200; filter_ma50=16.9934; filter_avg_value_10=54.68; filter_adr20=5.05; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,TSLA,2025-01-28,396.91,389.0,7.91,2025-01-28,389.0,same_day_stop_loss_red_candle,132,52392.12,-1044.12,-0.019929,-1.0,-1.3161,0.4652,0,93.0,entry=rsi2_next_open; setup_rsi2=4.37; raw_entry=open:396.9100; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=389.0; decision_date=2025-01-27 00:00:00; filter_close=397.1500; filter_ma50=392.1594; filter_avg_value_10=29368.01; filter_adr20=5.09; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,BMA,2025-01-28,95.4396,93.0592,2.3804,2025-01-28,93.0592,same_day_stop_loss_red_candle,550,52491.8,-1309.24,-0.024942,-1.0,-2.9919,0.126,0,92.0,entry=rsi2_next_open; setup_rsi2=3.88; raw_entry=open:95.4396; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=93.05921199751272; decision_date=2025-01-27 00:00:00; filter_close=94.5204; filter_ma50=92.4999; filter_avg_value_10=40.77; filter_adr20=5.74; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,GEO,2025-01-29,30.17,28.36,1.81,2025-01-30,31.73,hold_1d_open,1739,52465.63,2712.84,0.051707,0.8619,-0.0387,1.1492,1,95.0,entry=rsi2_next_open; setup_rsi2=1.45; raw_entry=open:30.1700; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=28.36000061035156; decision_date=2025-01-28 00:00:00; filter_close=30.0300; filter_ma50=29.1094; filter_avg_value_10=123.40; filter_adr20=5.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,QSI,2025-01-30,2.1,1.95,0.15,2025-01-30,1.95,same_day_stop_loss_red_candle,25128,52768.8,-3769.2,-0.071429,-1.0,-1.0,0.0,0,94.0,entry=rsi2_next_open; setup_rsi2=4.25; raw_entry=open:2.1000; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=1.950000047683716; decision_date=2025-01-29 00:00:00; filter_close=2.0400; filter_ma50=1.9450; filter_avg_value_10=47.50; filter_adr20=22.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,KULR,2025-01-30,16.48,15.76,0.72,2025-01-31,17.36,hold_1d_open,3192,52604.16,2808.96,0.053398,1.2222,-0.5556,1.8889,1,99.0,entry=rsi2_next_open; setup_rsi2=4.17; raw_entry=open:16.4800; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=15.760000228881836; decision_date=2025-01-29 00:00:00; filter_close=16.2400; filter_ma50=15.7360; filter_avg_value_10=47.65; filter_adr20=16.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,KTOS,2025-01-30,33.49,32.39,1.1,2025-01-31,33.68,hold_1d_open,1570,52579.3,298.3,0.005673,0.1727,-0.6909,0.7,1,92.0,entry=rsi2_next_open; setup_rsi2=3.00; raw_entry=open:33.4900; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=32.38999938964844; decision_date=2025-01-29 00:00:00; filter_close=32.7500; filter_ma50=28.4372; filter_avg_value_10=92.35; filter_adr20=4.47; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,PDYN,2025-02-04,7.8,7.298,0.502,2025-02-05,7.98,hold_1d_open,6739,52564.2,1213.02,0.023077,0.3586,-0.5578,1.6534,1,98.0,entry=rsi2_next_open; setup_rsi2=4.52; raw_entry=open:7.8000; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=7.297999858856201; decision_date=2025-02-03 00:00:00; filter_close=7.7100; filter_ma50=6.7090; filter_avg_value_10=70.99; filter_adr20=18.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,CLOV,2025-02-04,4.31,4.05,0.26,2025-02-05,4.56,hold_1d_open,12208,52616.48,3052.0,0.058005,0.9615,-0.0769,1.3462,1,97.0,entry=rsi2_next_open; setup_rsi2=4.25; raw_entry=open:4.3100; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=4.050000190734863; decision_date=2025-02-03 00:00:00; filter_close=4.3100; filter_ma50=3.6052; filter_avg_value_10=32.82; filter_adr20=6.67; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_setup_low_stop,ALGT,2025-02-04,98.64,97.19,1.45,2025-02-05,97.19,stop_loss,534,52673.76,-774.3,-0.0147,-1.0,-12.5242,1.5448,1,93.0,entry=rsi2_next_open; setup_rsi2=4.83; raw_entry=open:98.6400; slippage_bps=0.0; initial_stop_mode=setup_low_stop; initial_stop=97.19000244140624; decision_date=2025-02-03 00:00:00; filter_close=97.8100; filter_ma50=90.6686; filter_avg_value_10=30.48; filter_adr20=3.99; rs_bucket=rs90_100
