strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
breakout_2_2,BGLC,2025-08-01,7.05,6.2,0.85,2025-08-01,6.2,same_day_stop_loss_red_candle,1418,9996.9,-1205.3,-0.120567,-1.0,-1.1059,0.1765,0,95.0,"buy_stop=pivot_high_2_2:7.0500; entry=max(open,pivot); prev_close=6.9300; require_prev_close_lte_pivot=True; avg_value_10=43.5205M; adr20=17.0200; dr=17.8396; adr5=19.9530; distance_to_ma5=0.6753; adr10_price=0.8472"
breakout_2_2,ABVX,2025-08-01,72.9,69.665,3.235,2025-08-04,69.665,stop_loss,137,9987.3,-443.2,-0.044376,-1.0,-1.0912,0.0155,1,99.0,"buy_stop=pivot_high_2_2:72.9000; entry=max(open,pivot); prev_close=71.7700; require_prev_close_lte_pivot=True; avg_value_10=336.6955M; adr20=7.0465; dr=5.1607; adr5=5.5605; distance_to_ma5=1.2377; adr10_price=5.0750"
breakout_2_2,SEZL,2025-08-04,156.86,137.08,19.78,2025-08-06,137.08,stop_loss,63,9882.18,-1246.14,-0.1261,-1.0,-1.3073,0.1335,2,98.0,"buy_stop=pivot_high_2_2:156.8600; entry=max(open,pivot); prev_close=144.0000; require_prev_close_lte_pivot=True; avg_value_10=116.2008M; adr20=8.5730; dr=6.5690; adr5=8.0029; distance_to_ma5=3.9303; adr10_price=12.0996"
breakout_2_2,EYE,2025-08-05,25.32,24.3,1.02,2025-08-06,24.3,stop_loss,394,9976.08,-401.88,-0.040284,-1.0,-2.0784,0.0,1,94.0,"buy_stop=pivot_high_2_2:25.3200; entry=max(open,pivot); prev_close=25.0700; require_prev_close_lte_pivot=True; avg_value_10=49.1138M; adr20=3.0555; dr=3.1575; adr5=3.2644; distance_to_ma5=0.3337; adr10_price=0.7776"
breakout_2_2,U,2025-08-05,34.87,32.13,2.74,2025-08-06,32.13,stop_loss,286,9972.82,-783.64,-0.078578,-1.0,-1.8686,1.4708,1,92.0,"buy_stop=pivot_high_2_2:34.8700; entry=max(open,pivot); prev_close=34.0100; require_prev_close_lte_pivot=True; avg_value_10=379.6018M; adr20=5.3755; dr=4.5697; adr5=5.2270; distance_to_ma5=1.0713; adr10_price=1.6170"
breakout_2_2,AMSC,2025-08-05,57.86,53.71,4.15,2025-08-07,53.71,stop_loss,172,9951.92,-713.8,-0.071725,-1.0,-1.388,0.1349,2,98.0,"buy_stop=pivot_high_2_2:57.8600; entry=max(open,pivot); prev_close=55.5200; require_prev_close_lte_pivot=True; avg_value_10=82.4705M; adr20=5.6952; dr=6.9572; adr5=9.3271; distance_to_ma5=3.0840; adr10_price=3.6251"
breakout_2_2,GNRC,2025-08-05,197.18,192.45,4.73,2025-08-07,192.45,stop_loss,50,9859.0,-236.5,-0.023988,-1.0,-1.0486,0.5729,2,93.0,"buy_stop=pivot_high_2_2:197.1800; entry=max(open,pivot); prev_close=196.4300; require_prev_close_lte_pivot=True; avg_value_10=313.4679M; adr20=3.6608; dr=2.6129; adr5=7.4517; distance_to_ma5=4.7173; adr10_price=9.8414"
breakout_2_2,DNN,2025-08-07,2.28,2.23,0.05,2025-08-07,2.23,same_day_stop_loss_red_candle,4383,9993.24,-219.15,-0.02193,-1.0,-1.8,0.0,0,91.0,"buy_stop=pivot_high_2_2:2.2800; entry=max(open,pivot); prev_close=2.2600; require_prev_close_lte_pivot=True; avg_value_10=133.9627M; adr20=5.5350; dr=4.1096; adr5=5.3704; distance_to_ma5=0.0547; adr10_price=0.1124"
breakout_2_2,MP,2025-08-04,65.84,59.2,6.64,2025-08-08,74.32,hold_4d_exit,151,9941.84,1280.48,0.128797,1.2771,-0.4428,2.0361,4,99.0,"buy_stop=pivot_high_2_2:65.8400; entry=max(open,pivot); prev_close=63.6900; require_prev_close_lte_pivot=True; avg_value_10=728.8600M; adr20=8.3938; dr=7.1574; adr5=7.2422; distance_to_ma5=2.8967; adr10_price=4.0173"
breakout_2_2,RBLX,2025-08-04,127.99,124.44,3.55,2025-08-08,128.71,hold_4d_exit,77,9855.23,55.44,0.005626,0.2028,-0.8141,1.9972,4,96.0,"buy_stop=pivot_high_2_2:127.9900; entry=max(open,pivot); prev_close=125.0300; require_prev_close_lte_pivot=True; avg_value_10=1413.3912M; adr20=4.6892; dr=6.1471; adr5=7.1277; distance_to_ma5=2.1720; adr10_price=6.9463"
